file,title,authors,year,volume,issue,source,has_text,article_num,article_id
unz/pdf_text/MankindQuarterly-1965oct-00117.txt,"Genetics and Man, by C.D. Darlington",Henry E. Garrett,1965,NA,2,unz.org,TRUE,05,1965-2-05
unz/pdf_text/MankindQuarterly-1965oct-00118.txt,"The African Nettle, by Frank S. Meyer",Nathaniel Weyl,1965,NA,2,unz.org,TRUE,06,1965-2-06
unz/pdf_text/MankindQuarterly-1965oct-00119.txt,"The Hittites, by Oliver Robert Gurney",Frank Miele,1965,NA,2,unz.org,TRUE,07,1965-2-07
unz/pdf_text/MankindQuarterly-1965oct-00120.txt,"The Flash of Genius, by Alfred B. Garrett",Robert H.S. Robertson,1965,NA,2,unz.org,TRUE,08,1965-2-08
unz/pdf_text/MankindQuarterly-1966apr-00183.txt,The Dilemma of Inter-racial Relations,R. Gayre of Gayre,1966,NA,4,unz.org,TRUE,01,1966-4-01
unz/pdf_text/MankindQuarterly-1966apr-00202.txt,Race and Anti-social Behavior in America,William Flax,1966,NA,4,unz.org,TRUE,02,1966-4-02
unz/pdf_text/MankindQuarterly-1966apr-00219.txt,Significant Evidence on Inheritance and Hybridisation,G. Pantel,1966,NA,4,unz.org,TRUE,03,1966-4-03
unz/pdf_text/MankindQuarterly-1966apr-00239.txt,"Heredity and the Nature of Man, by Theodosius Dobzhansky",Henry E. Garrett,1966,NA,4,unz.org,TRUE,04,1966-4-04
unz/pdf_text/MankindQuarterly-1966apr-00241.txt,"The Roman Conquest of Britain, A.D. 43-57, by Donald R. Dudley and Graham Webster",NA,1966,NA,4,unz.org,TRUE,05,1966-4-05
unz/pdf_text/MankindQuarterly-1966apr-00242.txt,"The Legacy of Arthur's Chester, by Robert B. Stoker",NA,1966,NA,4,unz.org,TRUE,06,1966-4-06
unz/pdf_text/MankindQuarterly-1966apr-00242a02.txt,"Mycenaeans and Minoans, by Leonard R. Palmer",NA,1966,NA,4,unz.org,TRUE,07,1966-4-07
unz/pdf_text/MankindQuarterly-1966apr-00242a03.txt,"Racial Contours, by H.B. Isherwood",NA,1966,NA,4,unz.org,TRUE,08,1966-4-08
unz/pdf_text/MankindQuarterly-1966apr-00243.txt,"Daily Life in Ancient India, by Jeannine Auboyer",NA,1966,NA,4,unz.org,TRUE,09,1966-4-09
unz/pdf_text/MankindQuarterly-1966jul-00003.txt,The Scottish Pre-Celtic Heritage,Robert H.S. Robertson,1966,NA,1,unz.org,TRUE,01,1966-1-01
unz/pdf_text/MankindQuarterly-1966jul-00013.txt,Significant Evidence on Inheritance and Hybridisation,G. Pantel,1966,NA,1,unz.org,TRUE,02,1966-1-02
unz/pdf_text/MankindQuarterly-1966jul-00030.txt,Poisoned Darts,Juliana Kadlecsovics,1966,NA,1,unz.org,TRUE,03,1966-1-03
unz/pdf_text/MankindQuarterly-1966jul-00039.txt,Europe and the Huns,C.D. Blakeslee,1966,NA,1,unz.org,TRUE,04,1966-1-04
unz/pdf_text/MankindQuarterly-1966jul-00048.txt,A Tribute to Reginald Ruggles Gates,Raymond A. Dart,1966,NA,1,unz.org,TRUE,05,1966-1-05
unz/pdf_text/MankindQuarterly-1966jul-00060.txt,"The Challenge of Color, by Drew L. Smith",NA,1966,NA,1,unz.org,TRUE,06,1966-1-06
unz/pdf_text/MankindQuarterly-1966jul-00061.txt,"Daily Life in Greece at the Time of Pericles, by Robert Flaceliere",NA,1966,NA,1,unz.org,TRUE,07,1966-1-07
unz/pdf_text/MankindQuarterly-1966jul-00061a02.txt,"Origins of Man, by John Bruettner-Janusch",Frank Miele,1966,NA,1,unz.org,TRUE,08,1966-1-08
unz/pdf_text/MankindQuarterly-1966jul-00062.txt,"Malta and Gozo, by Robin Bryans",NA,1966,NA,1,unz.org,TRUE,09,1966-1-09
unz/pdf_text/MankindQuarterly-1966jul-00062a02.txt,"Everyday Life in Babylonia and Assyria, by H.W.F. Saggs",NA,1966,NA,1,unz.org,TRUE,10,1966-1-10
unz/pdf_text/MankindQuarterly-1966jul-00063.txt,"Life in Norman England, by O.G. Tomkeieff",NA,1966,NA,1,unz.org,TRUE,11,1966-1-11
unz/pdf_text/MankindQuarterly-1966jul-00063a02.txt,"Dystonia Musculorum Deformans, by Tage Larsson and Torsten Sjogren",R. Gayre of Gayre,1966,NA,1,unz.org,TRUE,12,1966-1-12
unz/pdf_text/MankindQuarterly-1966oct-00067.txt,The Population of Gilbraltar,R. Gayre of Gayre,1966,NA,2,unz.org,TRUE,01,1966-2-01
unz/pdf_text/MankindQuarterly-1966oct-00072.txt,Cross-Mating and the Prime Determinant of Developmental Progress in Man,G. Pantel,1966,NA,2,unz.org,TRUE,02,1966-2-02
unz/pdf_text/MankindQuarterly-1966oct-00078.txt,The Race Concept,Frank Miele,1966,NA,2,unz.org,TRUE,03,1966-2-03
unz/pdf_text/MankindQuarterly-1966oct-00086.txt,Anatomical Differences between Negro and Caucasian Brains,Robert Ford,1966,NA,2,unz.org,TRUE,04,1966-2-04
unz/pdf_text/MankindQuarterly-1966oct-00093.txt,The Peoples of Ancient Palestine,F.J. Los,1966,NA,2,unz.org,TRUE,05,1966-2-05
unz/pdf_text/MankindQuarterly-1966oct-00103.txt,Crime and Race,Robert E. Kuttner,1966,NA,2,unz.org,TRUE,06,1966-2-06
unz/pdf_text/MankindQuarterly-1966oct-00113.txt,"Black and Conservative, by George S. Schuyler",Henry E. Garrett,1966,NA,2,unz.org,TRUE,07,1966-2-07
unz/pdf_text/MankindQuarterly-1966oct-00114.txt,"The Testing of Negro Intelligence, by Audrey M. Shuey",Charles C. Josey,1966,NA,2,unz.org,TRUE,08,1966-2-08
unz/pdf_text/MankindQuarterly-1966oct-00115.txt,"Indian Legends from the Northern Rockies, by Ella E. Clark",Robert E. Kuttner,1966,NA,2,unz.org,TRUE,09,1966-2-09
unz/pdf_text/MankindQuarterly-1966oct-00116.txt,"The Paradox of Man's Greatness, by Stanton A. Coblentz",Henry E. Garrett,1966,NA,2,unz.org,TRUE,10,1966-2-10
unz/pdf_text/MankindQuarterly-1966oct-00117.txt,"Negroes in Cities, by Karl E. Taeuber and Alma F. Taeuber",Robert E. Kuttner,1966,NA,2,unz.org,TRUE,11,1966-2-11
unz/pdf_text/MankindQuarterly-1966oct-00117a02.txt,"White America, by Earnest Sevier Cox",Robert Ford,1966,NA,2,unz.org,TRUE,12,1966-2-12
unz/pdf_text/MankindQuarterly-1966oct-00119.txt,"Adaptation and Natural Selection, by George C. Williams",Robert E. Kuttner,1966,NA,2,unz.org,TRUE,13,1966-2-13
unz/pdf_text/MankindQuarterly-1966oct-00120.txt,"Hybrids, by David C. Rife",Robert E. Kuttner,1966,NA,2,unz.org,TRUE,14,1966-2-14
unz/pdf_text/MankindQuarterly-1966oct-00120a02.txt,"The Creative Elite in America, by Nathaniel Weyl",R. Gayre of Gayre,1966,NA,2,unz.org,TRUE,15,1966-2-15
unz/pdf_text/MankindQuarterly-1966oct-00121.txt,"The Velikovsky Affair, by Alfred de Grazia",Albert W. Burgstahler,1966,NA,2,unz.org,TRUE,16,1966-2-16
unz/pdf_text/MankindQuarterly-1966oct-00123.txt,"Rhodesia, the Jewel of Africa, by Richard C. Haw",NA,1966,NA,2,unz.org,TRUE,17,1966-2-17
unz/pdf_text/MankindQuarterly-1966oct-00124.txt,"Rhythm, Riots, and Revolution, by David A. Noebel",NA,1966,NA,2,unz.org,TRUE,18,1966-2-18
unz/pdf_text/MankindQuarterly-1966oct-00125.txt,"The Battle for Rhodesia, by Douglas Reed",NA,1966,NA,2,unz.org,TRUE,19,1966-2-19
unz/pdf_text/MankindQuarterly-1966oct-00125a02.txt,"Bronze Age Cultures in Central and Eastern Europe, by Marija Gimbutas",Herman L. Hoeh,1966,NA,2,unz.org,TRUE,20,1966-2-20
unz/pdf_text/MankindQuarterly-1966oct-00126.txt,"Voices from the Clay, by Silvestro Fiore",NA,1966,NA,2,unz.org,TRUE,21,1966-2-21
unz/pdf_text/MankindQuarterly-1966oct-00127.txt,"Invasion Alert, by Mary Barclay Erb",NA,1966,NA,2,unz.org,TRUE,22,1966-2-22
unz/pdf_text/MankindQuarterly-1966oct-00127a02.txt,"Mr. White Man, What Now?, by G.M. Mes",NA,1966,NA,2,unz.org,TRUE,23,1966-2-23
unz/pdf_text/MankindQuarterly-1966oct-00128.txt,"Prehistoric Societies, by Grahame Clark and Stuart Piggott",NA,1966,NA,2,unz.org,TRUE,24,1966-2-24
unz/pdf_text/MankindQuarterly-1966oct-00128a02.txt,"The Inorganic Raw Materials of Antiquity, by Andree Rosenfeld",NA,1966,NA,2,unz.org,TRUE,25,1966-2-25
unz/pdf_text/MankindQuarterly-1967apr-00195.txt,Proposals for Separate Ethnic Development in Rhodesia,R. Gayre of Gayre,1967,NA,4,unz.org,TRUE,01,1967-4-01
unz/pdf_text/MankindQuarterly-1967apr-00207.txt,White Rhodesians,Nathaniel Weyl,1967,NA,4,unz.org,TRUE,02,1967-4-02
unz/pdf_text/MankindQuarterly-1967apr-00211.txt,The Scottish Opinion Survey,Anthony J.C. Kerr,1967,NA,4,unz.org,TRUE,03,1967-4-03
unz/pdf_text/MankindQuarterly-1967apr-00216.txt,Enigmas of Native African Intelligence,Nathaniel Weyl,1967,NA,4,unz.org,TRUE,04,1967-4-04
unz/pdf_text/MankindQuarterly-1967apr-00233.txt,The Black Brainwash in America,Ethelred Nevin,1967,NA,4,unz.org,TRUE,05,1967-4-05
unz/pdf_text/MankindQuarterly-1967apr-00255.txt,"Africa Is My Witness, by Vusamazulu Credo Mutwa",NA,1967,NA,4,unz.org,TRUE,06,1967-4-06
unz/pdf_text/MankindQuarterly-1967apr-00256.txt,"Palenque, by David M. Pendergast",NA,1967,NA,4,unz.org,TRUE,07,1967-4-07
unz/pdf_text/MankindQuarterly-1967apr-00256a02.txt,"The Dancing Chimpanzee, by Leonard Williams",NA,1967,NA,4,unz.org,TRUE,08,1967-4-08
unz/pdf_text/MankindQuarterly-1967jan-00131.txt,Negrophile Falsification of Racial History,R. Gayre of Gayre,1967,NA,3,unz.org,TRUE,01,1967-3-01
unz/pdf_text/MankindQuarterly-1967jan-00144.txt,The Table of Peoples of the Tenth Chapter of Genesis,F.J. Los,1967,NA,3,unz.org,TRUE,02,1967-3-02
unz/pdf_text/MankindQuarterly-1967jan-00153.txt,The Scottish Opinion Survey,Anthony J.C. Kerr,1967,NA,3,unz.org,TRUE,03,1967-3-03
unz/pdf_text/MankindQuarterly-1967jan-00164.txt,"Man and Tools, Race and Culture",Richard Grey Swartzbaugh,1967,NA,3,unz.org,TRUE,04,1967-3-04
unz/pdf_text/MankindQuarterly-1967jan-00180.txt,"The Biologic Basis of Schizophrenia, by Jon L. Karlsson",Robert E. Kuttner,1967,NA,3,unz.org,TRUE,05,1967-3-05
unz/pdf_text/MankindQuarterly-1967jan-00180a02.txt,"Human Aims in Modern Perspective, by Dilman W. Gotshalk",Robert E. Kuttner,1967,NA,3,unz.org,TRUE,06,1967-3-06
unz/pdf_text/MankindQuarterly-1967jan-00181.txt,"Aptitudes and Abilities of the Black Man in Sub-Saharan Africa, 1784-1963, by L.E. Andor",Nathaniel Weyl,1967,NA,3,unz.org,TRUE,07,1967-3-07
unz/pdf_text/MankindQuarterly-1967jan-00182.txt,"Racial Integration, by H.B. Isherwood",NA,1967,NA,3,unz.org,TRUE,08,1967-3-08
unz/pdf_text/MankindQuarterly-1967jan-00183.txt,"The Territorial Imperative, by Robert Ardrey",Henry E. Garrett,1967,NA,3,unz.org,TRUE,09,1967-3-09
unz/pdf_text/MankindQuarterly-1967jan-00186.txt,"The Stone-Tipped Arrow, by Bridget Allchin",NA,1967,NA,3,unz.org,TRUE,10,1967-3-10
unz/pdf_text/MankindQuarterly-1967jan-00186a02.txt,"The Magical Arts, by C.A. Burland",NA,1967,NA,3,unz.org,TRUE,11,1967-3-11
unz/pdf_text/MankindQuarterly-1967jan-00187.txt,"The World of the Maori, by Eric Schwimmer",NA,1967,NA,3,unz.org,TRUE,12,1967-3-12
unz/pdf_text/MankindQuarterly-1967jan-00188.txt,"The Buried Past, by Henri-Paul Eydoux",R. Gayre of Gayre,1967,NA,3,unz.org,TRUE,13,1967-3-13
unz/pdf_text/MankindQuarterly-1967jan-00188a02.txt,"The High Valley, by Kenneth E. Read",NA,1967,NA,3,unz.org,TRUE,14,1967-3-14
unz/pdf_text/MankindQuarterly-1967jan-00189.txt,"Hindu Scriptures, by R.C. Zaehner",NA,1967,NA,3,unz.org,TRUE,15,1967-3-15
unz/pdf_text/MankindQuarterly-1967jan-00189a02.txt,"What Manner of Man, by Lerone Bennett, Jr.",NA,1967,NA,3,unz.org,TRUE,16,1967-3-16
unz/pdf_text/MankindQuarterly-1967jan-00189a03.txt,"The End of the Ancient World, by Santo Mazzarino",NA,1967,NA,3,unz.org,TRUE,17,1967-3-17
unz/pdf_text/MankindQuarterly-1967jan-00190.txt,"Trances, by Stewart Wavell, Audrey Butt, and Nina Epton",NA,1967,NA,3,unz.org,TRUE,18,1967-3-18
unz/pdf_text/MankindQuarterly-1967jan-00190a02.txt,"On Aggression, by Konrad Lorenz",NA,1967,NA,3,unz.org,TRUE,19,1967-3-19
unz/pdf_text/MankindQuarterly-1967jan-00191.txt,Books Received,NA,1967,NA,3,unz.org,TRUE,20,1967-3-20
unz/pdf_text/MankindQuarterly-1967jul-00016.txt,The Biological Foundations of Hellenic Civilization,Norman R. Phillips,1967,NA,1,unz.org,TRUE,01,1967-1-01
unz/pdf_text/MankindQuarterly-1967jul-00026.txt,The Arab World,Nathaniel Weyl,1967,NA,1,unz.org,TRUE,02,1967-1-02
unz/pdf_text/MankindQuarterly-1967jul-00044.txt,Professor Gaetano Martino,Mario Cappieri,1967,NA,1,unz.org,TRUE,03,1967-1-03
unz/pdf_text/MankindQuarterly-1967jul-00046.txt,Equalitarianism,Wesley Critz George,1967,NA,1,unz.org,TRUE,04,1967-1-04
unz/pdf_text/MankindQuarterly-1967jul-00049.txt,"Race and Modern Science, by Robert E. Kuttner",R.H.S.R.,1967,NA,1,unz.org,TRUE,05,1967-1-05
unz/pdf_text/MankindQuarterly-1967jul-00051.txt,"White Man, Think Again!, by Anthony Jacob",NA,1967,NA,1,unz.org,TRUE,06,1967-1-06
unz/pdf_text/MankindQuarterly-1967oct-00059.txt,The Rozwis of Tandi,R. Gayre of Gayre,1967,NA,2,unz.org,TRUE,01,1967-2-01
unz/pdf_text/MankindQuarterly-1967oct-00064.txt,The Relative Intelligence of Whites and Negroes,Henry E. Garrett,1967,NA,2,unz.org,TRUE,02,1967-2-02
unz/pdf_text/MankindQuarterly-1967oct-00080.txt,The Unpreparedness of Civilised Countries for the Twentieth Century Racial Revolution,T.E.W. Schumann,1967,NA,2,unz.org,TRUE,03,1967-2-03
unz/pdf_text/MankindQuarterly-1967oct-00106.txt,"Investigations Into Generation, 1651-1828, by Elizabeth B. Gasking",Henry E. Garrett,1967,NA,2,unz.org,TRUE,04,1967-2-04
unz/pdf_text/MankindQuarterly-1967oct-00106a02.txt,"Race and Reality, by Carleton Putnam",Thomas Veitch,1967,NA,2,unz.org,TRUE,05,1967-2-05
unz/pdf_text/MankindQuarterly-1967oct-00108.txt,"Space, Time, Form, by Leon Croizat",R. Gayre of Gayre,1967,NA,2,unz.org,TRUE,06,1967-2-06
unz/pdf_text/MankindQuarterly-1967oct-00110.txt,"Bedouin of the Negev, by Emanuel Marx",NA,1967,NA,2,unz.org,TRUE,07,1967-2-07
unz/pdf_text/MankindQuarterly-1967oct-00110a02.txt,"The Opinion Makers, by Ivor Benson",NA,1967,NA,2,unz.org,TRUE,08,1967-2-08
unz/pdf_text/MankindQuarterly-1967oct-00111.txt,"Primate Ethology, by Desmond Morris",NA,1967,NA,2,unz.org,TRUE,09,1967-2-09
unz/pdf_text/MankindQuarterly-1967oct-00111a02.txt,"King of the Hottentots, by John Patrick Cope",NA,1967,NA,2,unz.org,TRUE,10,1967-2-10
unz/pdf_text/MankindQuarterly-1967oct-00112.txt,"You Are Extraordinary, by Roger J. Williams",NA,1967,NA,2,unz.org,TRUE,11,1967-2-11
unz/pdf_text/MankindQuarterly-1968apr-00190.txt,"Britain in the Roman Empire, by Joan Liversidge",NA,1968,NA,4,unz.org,TRUE,01,1968-4-01
unz/pdf_text/MankindQuarterly-1968apr-00190a02.txt,"House Divided, by Lionel Lokos",Henry E. Garrett,1968,NA,4,unz.org,TRUE,02,1968-4-02
unz/pdf_text/MankindQuarterly-1968apr-00191.txt,"Porphyria: A Royal Malady, by Ida Macalpine",NA,1968,NA,4,unz.org,TRUE,03,1968-4-03
unz/pdf_text/MankindQuarterly-1968apr-00192.txt,Subject Index,NA,1968,NA,4,unz.org,TRUE,04,1968-4-04
unz/pdf_text/MankindQuarterly-1968apr-00198.txt,Author Index,NA,1968,NA,4,unz.org,TRUE,05,1968-4-05
unz/pdf_text/MankindQuarterly-1968apr-00204.txt,Book Review Index,NA,1968,NA,4,unz.org,TRUE,06,1968-4-06
unz/pdf_text/MankindQuarterly-1968jan-00115.txt,UNESCO and Race,Stefan T. Possony,1968,NA,3,unz.org,TRUE,01,1968-3-01
unz/pdf_text/MankindQuarterly-1968jan-00147.txt,Use of Accentuated Environmental Inequalities in Research on Racial Differences,Robert E. Kuttner,1968,NA,3,unz.org,TRUE,02,1968-3-02
unz/pdf_text/MankindQuarterly-1968jan-00161.txt,Cultural Differences,Kathleen Thayer,1968,NA,3,unz.org,TRUE,03,1968-3-03
unz/pdf_text/MankindQuarterly-1968jan-00166.txt,"The Jew in American Politics, by Nathaniel Weyl",NA,1968,NA,3,unz.org,TRUE,04,1968-3-04
unz/pdf_text/MankindQuarterly-1968jan-00167.txt,"Specific Survival, by Georg Pantel",NA,1968,NA,3,unz.org,TRUE,05,1968-3-05
unz/pdf_text/MankindQuarterly-1968jan-00167a02.txt,"Black History, by Melvin Drimmer",NA,1968,NA,3,unz.org,TRUE,06,1968-3-06
unz/pdf_text/MankindQuarterly-1968jan-00168.txt,"The Sexual Wilderness, by Vance Packard",NA,1968,NA,3,unz.org,TRUE,07,1968-3-07
unz/pdf_text/MankindQuarterly-1968jul-00003.txt,The Rise and Fall of the Roman Empire,F.J. Los,1968,NA,1,unz.org,TRUE,01,1968-1-01
unz/pdf_text/MankindQuarterly-1968jul-00020.txt,The Path of Apartheid in South Africa,H.F. Sampson,1968,NA,1,unz.org,TRUE,02,1968-1-02
unz/pdf_text/MankindQuarterly-1968jul-00029.txt,The Unpreparedness of the African for British-style Democracy,David E. Douglas,1968,NA,1,unz.org,TRUE,03,1968-1-03
unz/pdf_text/MankindQuarterly-1968jul-00033.txt,For Equality of Educational Opportunity,David Brantz,1968,NA,1,unz.org,TRUE,04,1968-1-04
unz/pdf_text/MankindQuarterly-1968jul-00038.txt,"Rhodesia and Independence, by Kenneth Young",R. Gayre of Gayre,1968,NA,1,unz.org,TRUE,05,1968-1-05
unz/pdf_text/MankindQuarterly-1968jul-00039.txt,"World Who's Who in Science, by Allen G. Debus",R. Gayre of Gayre,1968,NA,1,unz.org,TRUE,06,1968-1-06
unz/pdf_text/MankindQuarterly-1968oct-00043.txt,The Evolution of Man in Relation to that of the Earth,Walter Arnold,1968,NA,2,unz.org,TRUE,01,1968-2-01
unz/pdf_text/MankindQuarterly-1968oct-00088.txt,Book Reviews,Henry E. Garrett,1968,NA,2,unz.org,TRUE,02,1968-2-02
unz/pdf_text/MankindQuarterly-1969apr-00147.txt,The Evolution of Man in Relation to that of the Earth,Walter Arnold,1969,NA,4,unz.org,TRUE,01,1969-4-01
unz/pdf_text/MankindQuarterly-1969apr-00166.txt,Non-Conformists in an Israeli Immigrant Community,Shlomo A. Deshen,1969,NA,4,unz.org,TRUE,02,1969-4-02
unz/pdf_text/MankindQuarterly-1969apr-00178.txt,Eye Colour and Personality,Gordon R. Lowe,1969,NA,4,unz.org,TRUE,03,1969-4-03
unz/pdf_text/MankindQuarterly-1969apr-00194.txt,"The God Within, by W. Farnsworth Loomis",R. Gayre of Gayre,1969,NA,4,unz.org,TRUE,04,1969-4-04
unz/pdf_text/MankindQuarterly-1969apr-00195.txt,"Personal and Family Names, by Harry Alfred Long",NA,1969,NA,4,unz.org,TRUE,05,1969-4-05
unz/pdf_text/MankindQuarterly-1969apr-00195a02.txt,"The Sexual Wilderness, by Vance Packard",NA,1969,NA,4,unz.org,TRUE,06,1969-4-06
unz/pdf_text/MankindQuarterly-1969apr-00196.txt,"Rigveda and the Indus Valley Civilisation, by Buddha Prakash",R. Gayre of Gayre,1969,NA,4,unz.org,TRUE,07,1969-4-07
unz/pdf_text/MankindQuarterly-1969jan-00091.txt,The Evolution of Man in Relation to that of the Earth,Walter Arnold,1969,NA,3,unz.org,TRUE,01,1969-3-01
unz/pdf_text/MankindQuarterly-1969jan-00106.txt,Some Comparative Performance Indexes of American Ethnic Minorities,Nathaniel Weyl,1969,NA,3,unz.org,TRUE,02,1969-3-02
unz/pdf_text/MankindQuarterly-1969jan-00120.txt,Some Racial Comparisons of Inventiveness,S.C. Gilfillan,1969,NA,3,unz.org,TRUE,03,1969-3-03
unz/pdf_text/MankindQuarterly-1969jan-00140.txt,"Lincoln's Negro Policy, by Earnest Sevier Cox",R. Gayre of Gayre,1969,NA,3,unz.org,TRUE,04,1969-3-04
unz/pdf_text/MankindQuarterly-1969jan-00141.txt,"Sea Routes to Polynesia, by Thor Heyerdahl",R. Gayre of Gayre,1969,NA,3,unz.org,TRUE,05,1969-3-05
unz/pdf_text/MankindQuarterly-1969jan-00143.txt,"Tikopia Ritual and Belief, by Raymond W. Firth",NA,1969,NA,3,unz.org,TRUE,06,1969-3-06
unz/pdf_text/MankindQuarterly-1969jan-00143a02.txt,"The Religious Attitudes of the Indo-Europeans, by Hans Frederick Kurt Gunther",R. Gayre of Gayre,1969,NA,3,unz.org,TRUE,07,1969-3-07
unz/pdf_text/MankindQuarterly-1969jan-00144.txt,"Conquest Through Immigration, by George W. Robnett",NA,1969,NA,3,unz.org,TRUE,08,1969-3-08
unz/pdf_text/MankindQuarterly-1969jan-00144a02.txt,"The Mystic Lake Sioux, by Ruth Landes",NA,1969,NA,3,unz.org,TRUE,09,1969-3-09
unz/pdf_text/MankindQuarterly-1969jul-00003.txt,The Evolution of Man in Relation to that of the Earth,Walter Arnold,1969,NA,1,unz.org,TRUE,01,1969-1-01
unz/pdf_text/MankindQuarterly-1969jul-00022.txt,"The ""Collective"" Soul",Richard Swartzbaugh,1969,NA,1,unz.org,TRUE,02,1969-1-02
unz/pdf_text/MankindQuarterly-1969jul-00054.txt,"Black Africa, by Russell Warren Howe",Henry E. Garrett,1969,NA,1,unz.org,TRUE,03,1969-1-03
unz/pdf_text/MankindQuarterly-1969jul-00054a02.txt,"Human Evolution, by Noel Korn and Fred W. Thompson",NA,1969,NA,1,unz.org,TRUE,04,1969-1-04
unz/pdf_text/MankindQuarterly-1969jul-00055.txt,"The Life and Death of Carthage, by Gilbert Charles Picard and Colette Picard",NA,1969,NA,1,unz.org,TRUE,05,1969-1-05
unz/pdf_text/MankindQuarterly-1969jul-00056.txt,"Discovery of Grounded Theory, by Barney G. Glaser and Anselm L. Strauss",NA,1969,NA,1,unz.org,TRUE,06,1969-1-06
unz/pdf_text/MankindQuarterly-1969jul-00056a02.txt,"The Rock Art of South Africa, by A.R. Willcox",NA,1969,NA,1,unz.org,TRUE,07,1969-1-07
unz/pdf_text/MankindQuarterly-1969oct-00057.txt,Practical Considerations which are Fundamental in Bantu Affairs in Rhodesia for an Understanding of Negroid-Caucasoid Problems Generally,R. Gayre of Gayre,1969,NA,2,unz.org,TRUE,01,1969-2-01
unz/pdf_text/MankindQuarterly-1969oct-00078.txt,The Evolution of Man in Relation to that of the Earth,Walter Arnold,1969,NA,2,unz.org,TRUE,02,1969-2-02
unz/pdf_text/MankindQuarterly-1969oct-00100.txt,"Genetics, Brain Damage and Crime",Nathaniel Weyl,1969,NA,2,unz.org,TRUE,03,1969-2-03
unz/pdf_text/MankindQuarterly-1969oct-00110.txt,Mlimo---Lembo or Venda,N.A. Hunt,1969,NA,2,unz.org,TRUE,04,1969-2-04
unz/pdf_text/MankindQuarterly-1969oct-00116.txt,"Dare Me to the Desert, by G.W. Murray",NA,1969,NA,2,unz.org,TRUE,05,1969-2-05
unz/pdf_text/MankindQuarterly-1969oct-00116a02.txt,"Discovery of Grounded Theory, by Barney G. Glaser and Anselm L. Strauss",NA,1969,NA,2,unz.org,TRUE,06,1969-2-06
unz/pdf_text/MankindQuarterly-1969oct-00116a03.txt,"The Basis of Human Evolution, by Bertram S. Kraus",Frank Miele,1969,NA,2,unz.org,TRUE,07,1969-2-07
unz/pdf_text/MankindQuarterly-1969oct-00117.txt,"History of Christian Names, by Charlotte M. Yonge",NA,1969,NA,2,unz.org,TRUE,08,1969-2-08
unz/pdf_text/MankindQuarterly-1969oct-00118.txt,"The Troublesome Presence, by Eli Ginzberg and Alfred S. Eichner",NA,1969,NA,2,unz.org,TRUE,09,1969-2-09
unz/pdf_text/MankindQuarterly-1970apr-00185.txt,The Aharaibu Indians,Francis J. Knobloch,1970,NA,4,unz.org,TRUE,01,1970-4-01
unz/pdf_text/MankindQuarterly-1970apr-00199.txt,The Racial Homogeneity of the Andamanese,Mario Cappieri,1970,NA,4,unz.org,TRUE,02,1970-4-02
unz/pdf_text/MankindQuarterly-1970apr-00213.txt,Benjamin Franklin and Restrictive Immigration,Nathaniel Weyl,1970,NA,4,unz.org,TRUE,03,1970-4-03
unz/pdf_text/MankindQuarterly-1970apr-00219.txt,Ethical Relativism,Robert E. Kuttner,1970,NA,4,unz.org,TRUE,04,1970-4-04
unz/pdf_text/MankindQuarterly-1970apr-00225.txt,Some Ethnological Notes on Benghazi,H. Kiesel,1970,NA,4,unz.org,TRUE,05,1970-4-05
unz/pdf_text/MankindQuarterly-1970apr-00229.txt,"The ""Collective"" Soul",Richard Swartzbaugh,1970,NA,4,unz.org,TRUE,06,1970-4-06
unz/pdf_text/MankindQuarterly-1970apr-00237.txt,What the Journals Say,NA,1970,NA,4,unz.org,TRUE,07,1970-4-07
unz/pdf_text/MankindQuarterly-1970apr-00238.txt,Journals Received,NA,1970,NA,4,unz.org,TRUE,08,1970-4-08
unz/pdf_text/MankindQuarterly-1970apr-00240.txt,Book Reviews,NA,1970,NA,4,unz.org,TRUE,09,1970-4-09
unz/pdf_text/MankindQuarterly-1970apr-00242.txt,Index---Volume X,NA,1970,NA,4,unz.org,TRUE,10,1970-4-10
unz/pdf_text/MankindQuarterly-1970jan-00121.txt,The Ethnology of the Maltese Islands,R. Gayre of Gayre,1970,NA,3,unz.org,TRUE,01,1970-3-01
unz/pdf_text/MankindQuarterly-1970jan-00135.txt,The Traditional Authority Systems of the Sac and Fox Indians,Alexander Mamak,1970,NA,3,unz.org,TRUE,02,1970-3-02
unz/pdf_text/MankindQuarterly-1970jan-00148.txt,The Evolution of Man in Relation to that of the Earth,Walter Arnold,1970,NA,3,unz.org,TRUE,03,1970-3-03
unz/pdf_text/MankindQuarterly-1970jan-00155.txt,Philosophy as Science,Dale Adams,1970,NA,3,unz.org,TRUE,04,1970-3-04
unz/pdf_text/MankindQuarterly-1970jan-00166.txt,The Cottians,William Siegel,1970,NA,3,unz.org,TRUE,05,1970-3-05
unz/pdf_text/MankindQuarterly-1970jan-00169.txt,What the Journals Say,NA,1970,NA,3,unz.org,TRUE,06,1970-3-06
unz/pdf_text/MankindQuarterly-1970jan-00181.txt,"The Natural History of Dogs, by Richard N. Fiennes and Alice Fiennes",R. Gayre of Gayre,1970,NA,3,unz.org,TRUE,07,1970-3-07
unz/pdf_text/MankindQuarterly-1970jul-00003.txt,The Tenth Anniversary of the Mankind Quarterly,NA,1970,NA,1,unz.org,TRUE,01,1970-1-01
